route	page	station	platform	usable length [m]	notes
WX	0171	London Waterloo	19	253.0	
WX	0171	London Waterloo	20	246.0	
WX	0171	London Waterloo	21	246.0	
WX	0171	London Waterloo	22	246.0	
WX	0171	London Waterloo	23	246.0	
WX	0171	London Waterloo	24	246.0	
WX	0171	Longcross	1 - Up	159.0	
WX	0171	Longcross	2 - Down	160.0	
WX	0171	Lymington Pier	Single	163.0	
WX	0171	Lymington Town	Single	78.0	Up direction
WX	0171	Lymington Town	Single	78.0	Down direction
WX	0171	Maiden Newton	1 - Up	114.0	
WX	0171	Maiden Newton	2 - Down	114.0	
WX	0171	Malden Manor	1 - Up	208.0	
WX	0171	Malden Manor	2 - Down	205.0	
WX	0171	Martins Heron	1 - Up	205.0	
WX	0171	Martins Heron	2 - Down	209.0	
WX	0171	Micheldever	1 - Up	137.0	Down direction
WX	0171	Micheldever	1 - Up	125.0	Up direction
WX	0171	Micheldever	2 - Down	125.0	Down direction
WX	0171	Micheldever	2 - Down	93.0	Up direction
WX	0171	Milford	1 - Up	162.0	
WX	0171	Milford	2 - Down	155.0	
WX	0171	Millbrook	1 - Up Slow	182.0	
WX	0171	Millbrook	2 - Down Slow	182.0	
WX	0171	Moreton	1 - Up	121.0	
WX	0171	Moreton	2 - Down	121.0	
WX	0171	Mortimer	1 - Down	84.0	
WX	0171	Mortimer	2 - Up	84.0	
WX	0171	Mortlake	1 - Up	205.0	
WX	0171	Mortlake	2 - Down	205.0	
WX	0171	Motspur Park	1 - Up	204.0	
WX	0171	Motspur Park	2 - Down	202.0	
WX	0171	Mottisfont & Dunbridge	1 - Up	58.0	
WX	0171	Mottisfont & Dunbridge	2 - Down	74.0	
WX	0171	Netley	1 - Up	155.0	
WX	0171	Netley	2 - Down	170.0	
WX	0171	New Malden	1 - Up Slow	208.0	
WX	0171	New Malden	2 - Up Fast	228.0	(by special arrangement)
WX	0171	New Malden	3 - Down Fast	228.0	(by special arrangement)
WX	0172	New Malden	4 - Down Slow	206.0	
WX	0172	New Milton	1 - Up	137.0	
WX	0172	New Milton	2 - Down	137.0	
WX	0172	Norbiton	1 - Up	206.0	
WX	0172	Norbiton	2 - Down	206.0	
WX	0172	North Camp	1	153.0	
WX	0172	North Camp	2	131.0	
WX	0172	North Sheen	1 - Up	205.0	
WX	0172	North Sheen	2 - Down	205.0	
WX	0172	Overton	1 - Up	223.0	
WX	0172	Overton	2 - Down	223.0	
WX	0172	Oxshott	1 - Up	202.0	
WX	0172	Oxshott	2 - Down	203.0	
WX	0172	Parkstone	1 - Up	130.0	
WX	0172	Parkstone	2 - Down	130.0	
WX	0172	Petersfield	1 - Up	241.0	
WX	0172	Petersfield	2 - Down	245.0	
WX	0172	Pinhoe	1 - Up	154.0	
WX	0172	Pinhoe	2 - Down	150.0	
WX	0172	Pokesdown	1 - Up	167.0	
WX	0172	Pokesdown	2 - Down	231.0	
WX	0172	Poole	1 - Up	247.0	Down direction
WX	0172	Poole	1 - Up	247.0	Up direction
WX	0172	Poole	2 - Down	247.0	
WX	0172	Portchester	1 - Up	123.0	
WX	0172	Portchester	2 - Down	125.0	
WX	0172	Portsmouth and Southsea	1 - Up (High level)	247.0	
WX	0172	Portsmouth and Southsea	2 - Down (High level)	247.0	
WX	0172	Portsmouth and Southsea	3 - Bay (Low level)	205.0	
WX	0172	Portsmouth and Southsea	4 - Bay (Low level)	253.0	
WX	0172	Portsmouth Harbour	1	163.0	
WX	0172	Portsmouth Harbour	3	244.0	
WX	0172	Portsmouth Harbour	4	244.0	
WX	0172	Portsmouth Harbour	5	244.0	
WX	0172	Putney	1 - Up Slow	207.0	
WX	0172	Putney	2 - Up Fast	205.0	
WX	0172	Putney	3 - Down Fast	204.0	
WX	0172	Putney	4 - Down Slow	206.0	
WX	0172	Queenstown Road (Battersea)	2 - Up Windsor	208.0	Down direction
WX	0172	Queenstown Road (Battersea)	2 - Up Windsor	205.0	Up direction
WX	0172	Queenstown Road (Battersea)	3 - Down Windsor	204.0	
WX	0172	Raynes Park	1 - Up Branch	206.0	
WX	0172	Raynes Park	2 - Up Slow	206.0	
WX	0172	Raynes Park	3 - Down Slow	208.0	
WX	0172	Raynes Park	4 - Down Branch	206.0	
WX	0172	Reading	6 - Up	268.0	
WX	0172	Reading	5 - Down	268.0	
WX	0172	Reading	4 – Down	268.0	
WX	0172	Reading Green Park	1- Up	150.0	Proposed Opening Date TBA
WX	0172	Reading Green Park	2- Down	150.0	Proposed Opening Date TBA
WX	0173	Redbridge	1 - Up	148.0	
WX	0173	Redbridge	2 - Down	148.0	
WX	0173	Richmond	1 - Down	203.0	
WX	0173	Richmond	2 - Up	203.0	
WX	0173	Romsey	1 - Up	157.0	
WX	0173	Romsey	2 - Down	154.0	
WX	0173	Rowlands Castle	1 - Up	133.0	
WX	0173	Rowlands Castle	2 - Down	133.0	
WX	0173	Salisbury	1 - Reception Road	223.0	Only to be used by special instruction.
WX	0173	Salisbury	2 - Up	228.0	
WX	0173	Salisbury	3 - Down Passenger Loop	228.0	Down direction
WX	0173	Salisbury	3 - Down Passenger Loop	228.0	Up direction
WX	0173	Salisbury	4 - Down	289.0	Down direction
WX	0173	Salisbury	4 - Down	289.0	Up direction
WX	0173	Salisbury	5 - West Bay	143.0	(special instruction)
WX	0173	Salisbury	6 - East Bay	162.0	
WX	0173	Sandhurst	1 - Up	84.0	
WX	0173	Sandhurst	2 - Down	84.0	
WX	0173	Shalford	1 - Up Reading	104.0	
WX	0173	Shalford	2 - Down Reading	97.0	Down direction
WX	0173	Shalford	2 - Down Reading	97.0	Up direction
WX	0173	Shawford	1 - Up	105.0	
WX	0173	Shawford	2 - Down Fast	105.0	Down direction
WX	0173	Shawford	2 - Down Fast	105.0	Up direction
WX	0173	Shawford	3 - Down Slow	86.0	Down direction
WX	0173	Shawford	3 - Down Slow	105.0	Up direction
WX	0173	Shepperton	Single	210.0	
WX	0173	Sherborne	1 - Up	143.0	Down direction
WX	0173	Sherborne	1 - Up	143.0	
WX	0173	Sherborne	2 - Down	159.0	
WX	0173	Sholing	1 - Up	160.0	
WX	0173	Sholing	2 - Down	160.0	
WX	0173	Southampton Airport Parkway	1 - Up	248.0	
WX	0173	Southampton Airport Parkway	2 - Down	248.0	
WX	0173	Southampton Central	1 - Up Fast	277.0	Down direction
WX	0173	Southampton Central	1 - Up Fast	277.0	Up direction
WX	0173	Southampton Central	2 - Up Slow	277.0	Down direction
WX	0173	Southampton Central	2 - Up Slow	277.0	Up direction
WX	0173	Southampton Central	3 - Down Slow	277.0	Down direction
WX	0173	Southampton Central	3 - Down Slow	277.0	Up direction
WX	0173	Southampton Central	4 - Down Fast	277.0	Down direction
WX	0173	Southampton Central	4 - Down Fast	277.0	Up direction
WX	0173	Southampton Central	5 - Down Bay	136.0	(special instruction)
WX	0173	St Denys	1 - Up	139.0	
WX	0173	St Denys	2 - Down	139.0	
WX	0173	St Denys	3 - Down Netley	140.0	
WX	0173	St Denys	4 - Up Netley	140.0	
WX	0173	St Margarets	1- Up Passenger Loop	204.0	
WX	0173	St Margarets	2 - Up	205.0	
WX	0173	St Margarets	3 - Down	205.0	
WX	0173	Staines	1 - Up	206.0	
WX	0173	Staines	2 - Down	206.0	
WX	0173	Stoneleigh	1 - Up	205.0	
WX	0173	Stoneleigh	2 - Down	208.0	
WX	0174	Strawberry Hill	1 - Down	204.0	
WX	0174	Strawberry Hill	2 - Up	178.0	Down direction
WX	0174	Strawberry Hill	2 - Up	217.0	Up direction
WX	0174	Sunbury	1 - Up	204.0	
WX	0174	Sunbury	2 - Down	205.0	
WX	0174	Sunningdale	1 - Up	205.0	
WX	0174	Sunningdale	2 - Down	207.0	
WX	0174	Sunnymeads	1 - Up	160.0	
WX	0174	Sunnymeads	2 - Down	159.0	
WX	0174	Surbiton	1 - Up Slow	243.0	
WX	0174	Surbiton	2 - Up Fast	243.0	
WX	0174	Surbiton	3 - Down Slow	243.0	
WX	0174	Surbiton	4 - Down Hampton Court	243.0	
WX	0174	Swanwick	1 - Up	159.0	
WX	0174	Swanwick	2 - Down	159.0	
WX	0174	Sway	1 - Up	137.0	
WX	0174	Sway	2 - Down	137.0	
WX	0174	Swaythling	1 - Up	92.0	
WX	0174	Swaythling	2 - Down	92.0	
WX	0174	Syon Lane	1 - Up	166.0	
WX	0174	Syon Lane	2 - Down	162.0	
WX	0174	Teddington	1 - Down	207.0	
WX	0174	Teddington	2 - Up	203.0	
WX	0174	Templecombe	Single	147.0	Down direction.
WX	0174	Templecombe	Single	147.0	Up direction
WX	0174	Thames Ditton	1 - Up	203.0	
WX	0174	Thames Ditton	2 - Down	205.0	Down direction
WX	0174	Thames Ditton	2 - Down	207.0	Up direction
WX	0174	Thornford	Single	45.0	Down direction
WX	0174	Thornford	Single	45.0	Up direction
WX	0174	Tisbury	Single	90.0	Down direction
WX	0174	Tisbury	Single	90.0	Up direction
WX	0174	Tolworth	1 - Up	205.0	
WX	0174	Tolworth	2 - Down	207.0	
WX	0174	Totton	1 - Up	128.0	
WX	0174	Totton	2 - Down	128.0	
WX	0174	Twickenham	2 - Up Bay	169.0	
WX	0174	Twickenham	3 - Up Passenger Loop	207.0	Trains can reverse in the Platform
WX	0174	Twickenham	4 - Up	207.0	Trains can reverse in the Platform
WX	0174	Twickenham	5 - Down	206.0	
WX	0174	Upper Halliford	1 - Up	206.0	
WX	0174	Upper Halliford	2 - Down	203.0	
WX	0174	Upwey	1 - Up	127.0	
WX	0174	Upwey	2 - Down	127.0	
WX	0174	Vauxhall	1 - Windsor Reversible	209.0	Down direction
WX	0174	Vauxhall	1 - Windsor Reversible	209.0	Up direction
WX	0174	Vauxhall	2 - Up Windsor	209.0	
WX	0174	Vauxhall	3 - Down Windsor Fast	209.0	
WX	0174	Vauxhall	4 - Down Windsor Slow	209.0	
WX	0174	Vauxhall	5 - Up Main Fast	191.0	
WX	0174	Vauxhall	6 - Down Main Fast	191.0	
WX	0174	Vauxhall	7 - Up Main Slow	206.0	
WX	0174	Vauxhall	8 - Down Main Slow	204.0	
WX	0174	Virginia Water	1 - Up	205.0	
WX	0175	Virginia Water	2 - Down	238.0	
WX	0175	Virginia Water	3 - Up Chertsey	131.0	Up direction
WX	0175	Virginia Water	3 - Up Chertsey	164.0	Down direction
WX	0175	Virginia Water	4 - Down Chertsey	205.0	
WX	0175	Walton on Thames	1 - Up Slow	245.0	
WX	0175	Walton on Thames	2 - Down Slow	245.0	
WX	0175	Wanborough	1 - Up	90.0	
WX	0175	Wanborough	2 - Down	90.0	
WX	0175	Wandsworth Town	1 - Down Slow	205.0	
WX	0175	Wandsworth Town	2 - Down Fast	206.0	
WX	0175	Wandsworth Town	3 - Up Fast	206.0	
WX	0175	Wandsworth Town	4 - Up Slow	212.0	
WX	0175	Wareham	1 - Up	174.0	
WX	0175	Wareham	2 - Down	174.0	
WX	0175	West Byfleet	1 - Up Slow	245.0	
WX	0175	West Byfleet	2 - Down Fast	245.0	
WX	0175	West Byfleet	3 - Down Slow	245.0	
WX	0175	Weybridge	1 - Up Bay Platform	205.0	
WX	0175	Weybridge	2 - Up Slow	233.0	
WX	0175	Weybridge	3 - Down Slow	250.0	
WX	0175	Weymouth	1	120.0	
WX	0175	Weymouth	2	272.0	
WX	0175	Weymouth	3	272.0	
WX	0175	Whimple	Single	78.0	Down direction
WX	0175	Whimple	Single	78.0	Up direction
WX	0175	Whitchurch	1 - Up	219.0	
WX	0175	Whitchurch	2 - Down	219.0	
WX	0175	Whitton	1 - Up	206.0	
WX	0175	Whitton	2 - Down	206.0	
WX	0175	Wimbledon	5 - Up Slow	230.0	Down direction
WX	0175	Wimbledon	5 - Up Slow	230.0	Up direction
WX	0175	Wimbledon	6 - Up Fast	230.0	Down direction
WX	0175	Wimbledon	6 - Up Fast	230.0	Up direction
WX	0175	Wimbledon	7 - Down Fast	230.0	
WX	0175	Wimbledon	8 - Down Slow	225.0	
WX	0175	Winchester	1 - Up	247.0	
WX	0175	Winchester	2 - Down	247.0	
WX	0175	Winchfield	1 - Up Slow	161.0	
WX	0175	Winchfield	2 - Down Slow	198.0	
WX	0175	Windsor and Eton Riverside	1 - Up	217.0	
WX	0175	Windsor and Eton Riverside	2 - Down	218.0	
WX	0175	Winnersh	1 - Up	168.0	
WX	0175	Winnersh	2 - Down	166.0	
WX	0175	Winnersh Triangle	1 - Up	166.0	
WX	0175	Winnersh Triangle	2 - Down	166.0	
WX	0175	Witley	1 - Up	165.0	
WX	0175	Witley	2 - Down	165.0	
WX	0175	Woking	1 - Up Slow	253.0	Down direction
WX	0175	Woking	1 - Up Slow	253.0	Up direction
WX	0175	Woking	2 - Up Fast	254.0	Down direction
WX	0175	Woking	2 - Up Fast	251.0	Up direction
WX	0175	Woking	3 - Up Bay	255.0	
WX	0175	Woking	4 - Down Fast	252.0	Down direction
WX	0175	Woking	4 - Down Fast	256.0	Up direction
WX	0176	Woking	5 - Down Slow	289.0	Down direction
WX	0176	Woking	5 - Down Slow	275.0	Up direction
WX	0176	Woking	6 - Down Bay	127.0	
WX	0176	Wokingham	1 - Up	209.0	
WX	0176	Wokingham	2 - Down	273.0	
WX	0176	Wool	1 - Up	123.0	
WX	0176	Wool	2 - Down	118.0	
WX	0176	Woolston	1 - Up	150.0	
WX	0176	Woolston	2 - Down	150.0	
WX	0176	Worcester Park	1 - Up	208.0	
WX	0176	Worcester Park	2 - Down	206.0	
WX	0176	Worplesdon	1 - Up	246.0	
WX	0176	Worplesdon	2 - Down	246.0	
WX	0176	Wraysbury	1 - Up	172.0	
WX	0176	Wraysbury	2 - Down	166.0	
WX	0176	Yeovil Junction	1 - Up Passenger Loop	185.0	Down direction
WX	0176	Yeovil Junction	1 - Up Passenger Loop	153.0	Up direction
WX	0176	Yeovil Junction	2 - Down	160.0	Down direction.
WX	0176	Yeovil Junction	2 - Down	152.0	Up direction
WX	0176	Yeovil Pen Mill	1 - Crossing Loop in Single Line	175.0	Down direction
WX	0176	Yeovil Pen Mill	1 - Crossing Loop in Single Line	189.0	Up direction
WX	0176	Yeovil Pen Mill	2 - Crossing Loop in Single Line	163.0	Down direction
WX	0176	Yeovil Pen Mill	2 - Crossing Loop in Single Line	163.0	Up direction
WX	0176	Yeovil Pen Mill	3 - Single	162.0	Down direction only
WX	0176	Yetminster	Single	93.0	Down direction
WX	0176	Yetminster	Single	93.0	Up direction
